"title","text","label","source"
"Egg prices hiked","Chitwan, February 18 
 Nepal Layers Association has increased the price of egg to be effective from today. Accordingly, the price of big egg is Rs 425 per crate while that of the medium size egg is Rs 375 per crate.  
 The Association stated that the price of egg has been increased as the production cost has gone up. The production cost is Rs 19.12 per unit egg. 
 The post  Egg prices hiked  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"A look at Nepal’s player performances in the World Cup","Mumbai, February 18  
 Nepal  exited  from the group stage once again while playing the  ICC T20 World Cup  for the third time. After losing the first three matches consecutively, Nepal was confirmed to be out of the group stage, but on Tuesday, they secured a consolation victory by defeating Scotland by 7 wickets. 
 Although Nepal had set a target of reaching the Super 8, consecutive defeats in the opening matches meant that the goal could not be achieved this time. Nepal’s performance in both batting and bowling was weak in the initial games. However, in the fourth match against Scotland, Nepal showed improvement and registered their first World Cup win in 12 years. Sompal Kami shone in bowling, while Dipendra Singh Airee, Kushal Bhurtel, Aasif Sheikh, and Gulshan Jha contributed with the bat. 
  Although Nepal failed to reach the Super 8, winning one match brought relief to some extent. 
 Along with Dipendra, players like Sompal Kami and Sher Malla achieved individual milestones. However, the Nepali team could not perform according to their potential on a stage as big as the World Cup. 
 Out of the 15-member squad, 14 players got the opportunity to play in this World Cup. Aarif Sheikh, Sher Malla, Lalit Rajbanshi, Lokesh Bam, and Nandan Yadav made their T20 World Cup debuts. 
 Here is an overall analysis of the performances of Nepali players: 
 Rohit Paudel 
 
 Rohit Kumar Paudel is the captain under whom Nepal played the T20 World Cup twice. Under his leadership, Nepal qualified for the tournament on both occasions. Though he has built an image as a successful captain in Nepali cricket, his record in the T20 World Cup has not been impressive. 
 Nepal had lost six consecutive World Cup matches under his captaincy. While Rohit holds the record for captaining Nepal in the most T20 World Cup matches, the performance did not match expectations. His own performance as team leader was also below expectations this time. Rohit lacked consistency with the bat, scoring 83 runs in four matches. 
 He scored 39 against England in the first match, showing promise, but failed to perform in the subsequent games. He scored 23 against Italy, 5 against the West Indies, and 16 against Scotland. Against Scotland, he also bowled 2 overs, conceding 12 runs and taking 1 wicket, providing a breakthrough after Scotland’s aggressive start. 
 Dipendra Singh Airee 
 
 For vice-captain Dipendra Singh Airee, this World Cup became memorable. Promoted to number four, he played as Nepal’s key all-rounder. Most importantly, he scored Nepal’s first T20 World Cup half-century in 12 years. 
 He became the second Nepali player to score a World Cup half-century. His 58 against West Indies is the highest individual score by a Nepali player in a World Cup. Previously, in 2014, opener Subash Khakurel had scored 56 in Nepal’s debut T20 World Cup in Bangladesh. 
 Dipendra also played a key role in Nepal’s win against Scotland, scoring an unbeaten 50 as Nepal secured its first win in 12 years.  
 He was the first Nepali to score 100 runs in this edition and is now Nepal’s highest run-scorer in T20 World Cups. He scored 44 against England, 17 against Italy, 58 against the West Indies, and 50* against Scotland, totalling 169 runs in four matches. He also took 2 wickets. 
 Kushal Bhurtel 
 
 Nepal’s weak batting was partly due to the openers failing in the first three matches. Bhurtel scored 78 runs in four matches. 
 He made 29 against England but then scored only 5 and 1 in the next two matches. In the fourth match, he returned to form with an aggressive 43 off 35 balls, hitting 1 four and 4 sixes. 
 Aasif Sheikh 
 
 The other opener, Aasif Sheikh, had a similar experience. He scored 71 runs in four matches. 
 He made 7 against England, 20 against Italy, 11 against the West Indies, and 33 against Scotland. Behind the stumps, he was not very impactful, taking just one catch each against England and Scotland. 
 Aarif Sheikh 
 
 Known mainly as an ODI player, Aarif has recently improved in T20S. After strong performances in qualifiers and the Nepal Premier League, he earned his first T20 World Cup call-up. Batting at number five, he scored 10 against England, 27 against Italy (Nepal’s highest individual score in that match), and 2 against the West Indies. 
 Lokesh Bam 
 
 Making his debut in this edition, Lokesh impressed with an unbeaten 39 against England (4 fours, 2 sixes), including consecutive sixes off Jofra Archer. However, he managed only 3 against Italy and 13 against the West Indies.  
 Gulshan Jha 
 
 There were high expectations from Gulshan Jha, but batting at number seven, he could not meet them. Despite his pace and height, he did not bowl in the tournament. He scored 3, 1, and 11 in the first three matches. Against Scotland, promoted to number five, he scored an unbeaten 24 in partnership with Dipendra. As Nepal’s only left-handed batter, his overall performance was disappointing. 
 Sandeep Lamichhane 
 
 Expectations were high from Sandeep Lamichhane, who was playing his second World Cup and had vast franchise experience worldwide. However, he managed only 1 wicket in four matches. 
 He took 1/25 against England but went wicketless against Italy, the West Indies, and Scotland. He also scored 5 runs against Italy. His performance did not reflect his experience on the big stage. 
 Nandan Yadav 
 
 Medium pacer Nandan Yadav made his World Cup debut and played all four matches, taking 5 wickets. 
 He took 2 wickets against England, 1 against West Indies, and 2 against Scotland. However, he did not always complete his full quota of overs. 
 Karan KC 
 
 Experienced pacer Karan KC had a forgettable tournament. Having played two T20 World Cups, he remains wicketless in the tournament’s history. 
 He conceded runs in all matches but did contribute 20 runs with the bat across three games. 
 Sompal Kami 
 
 The most experienced player in the squad, Sompal Kami, became the only Nepali to play in three T20 World Cups. His tournament was mixed but improved toward the end. 
 He scored an unbeaten 26 against West Indies and then took 3/25 against Scotland, including three wickets in the death overs. 
 Lalit Rajbanshi 
 
 Spinner Lalit played only one match, against Italy, where he conceded 19 runs in one over without taking a wicket. Though part of the 2024 squad, he did not play then either. 
 Sher Malla 
 
 Spinner Sher Malla made his debut against England and took Phil Salt’s wicket on his very first ball. However, he conceded 35 runs in 3 overs and did not get further opportunities. 
 Sundeep Jora 
 
 Sandeep Jora, playing his second T20 World Cup, got only one match this edition as well, against Scotland. 
 Basir Ahmad 
 
 All-rounder Basir Ahmad, selected after a strong performance in the NPL, however, he did not get a chance to play and remained on the bench throughout. 
 The post  A look at Nepal’s player performances in the World Cup  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"13 concrete, 17 suspension bridges built in Bhojpur since 2015","Bhojpur, February 18 
 A total of 13 concrete bridges and 17 suspension bridges have been built in Bhojpur district following the implementation of federalism in 2015. The Koshi Province government constructed these infrastructures across the district with substantial investment aiming to improve transportation service and enhance access to essential services for local residents.  
 According to Rajanraj Reddy, Chief of Infrastructure Development Office, a concrete bridge over the Pikhuwa River was built at the cost of Rs 75 million while bridges over the Aari River and the Behere River have been constructed at the cost of Rs 30 million and Rs 35 million respectively. Reddy further shared that similar bridges were completed over the Khalde Pikhuwa River and Raute River with the investment of Rs 25 million and Rs 35 million respectively.  
 Likewise, concrete bridges were made over the Kawa River and the Shyama River at Rs 75 million and Rs 34.2 million respectively, informed Reddy. Concrete bridges were also developed over the Bangkhuwa River at the cost of Rs 22.5 million, over the Gankhuwa River at Rs 45 million, over the Siktel River at Rs 40 million, over the Ekhuwa River at Rs 66 million and over the Chirkhuwa River at Rs 56.3 million. Another concrete bridge at Tamutarmaru, being built at the investment of Rs 63.5 million, is nearing completion, he added. 
 —RSS 
 The post  13 concrete, 17 suspension bridges built in Bhojpur since 2015  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Annapurna Rural Municipality supplies oranges worth around Rs 40 million this year","Myagdi, February 18 
 Farmers in Annapurna Rural Municipality supplied oranges worth around Rs 40 million this year, according to data collected by the Agricultural Development Section of the rural municipality. Section technician Samjhana Khatri said the municipality supplied oranges worth Rs 38.8 million this year.  
 All seven wards contributed to the sales, with each ward supplying oranges valued between Rs 1 million and Rs 18.8 million. More than 200 farmers sold oranges ranging from a minimum of Rs 50,000 to as much as Rs 2 million. The highest sales were recorded by Bikash Shrestha of Dosalle in Ward-7.  
 Although orange production declined by 40 percent this year, farmers received nearly double the price compared to last year, with oranges fetching up to Rs 200 per kilogram. Orange is a major cash crop of Annapurna Rural Municipality, which is also well known for potato production. Rural municipality Vice-Chair Diwa Tilija Pun said the local government has been supporting farmers in expanding and managing orange orchards. 
 The post  Annapurna Rural Municipality supplies oranges worth around Rs 40 million this year  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"The deadly danger of acid in water bottles","Photo: Century  
 On  February 3, 2026, a very disturbing incident happened in Imadol, Lalitpur. A 60-year-old woman accidentally drank acid after thinking it was water. The acid had been stored and sold in a bottle that looked exactly like a normal mineral water bottle. What looked like simple drinking water almost took her life. I was an eyewitness to this incident. She was rushed to the Hospital, where doctors treated her immediately and saved her life. Thankfully, she survived. However, this incident should not be ignored. It was not merely an accident but something that could have been prevented. 
 Sadly, this is not the first such incident in Nepal, as in March 2021 three children, a 16-year-old girl, an 11-year-old boy, and a 9-year-old boy, were severely injured in Sankhu, Kathmandu, after acid stored in a jar was accidentally thrown during a water-throwing festival when it was mistaken for water, causing innocent children to suffer due to careless storage. 
 These incidents show a serious problem in our system. Acid is commonly used in battery repair shops, small industries, workshops, and even in some households. Because it has practical uses, it is easily available in local markets at a low cost. The problem is not that acid exists, but how it is stored and sold. When such a dangerous chemical is kept in bottles that look like drinking water, confusion is bound to happen. In a country where people already worry about safe drinking water, selling acid in water-like bottles is extremely risky. 
 The physical damage caused by acid is severe and immediate. If swallowed, acid can burn the mouth, throat, and stomach within seconds. It can cause internal bleeding, organ damage, permanent scars, and long-term health complications. In many cases, victims may need surgeries, long hospital stays, and lifelong medical care. Some people lose the ability to eat or speak properly. Even if a person survives, their health may never fully return to normal. A single mistake can change someone’s body forever. 
 Beyond physical injury, the mental and emotional impact can be just as serious. A survivor may develop constant fear and anxiety. Simple daily actions, like drinking water, may trigger panic. Some people may experience nightmares, stress, or symptoms of trauma. They may lose confidence and feel unsafe in their own environment. Family members also suffer. They may experience guilt, shock, and long-term emotional distress. On top of this, there is financial stress from medical bills and treatment. These psychological wounds can last for years.  
 Around the world, unsafe storage of chemicals is a major cause of accidental poisoning, especially among children and elderly people. Studies show that proper labelling, child-proof containers, and strict rules greatly reduce such accidents. Nepal must treat chemical packaging as a public safety issue. This is not just a business matter; it is about protecting lives. 
 The Government of Nepal has taken steps to address acid-related crimes. Under the  Muluki Criminal Code ,  acid attacks  are punishable by law, carrying prison sentences and fines. Some rules require licenses and records for selling acid.  However, punishment after harm is not enough. Prevention is more important. In many shops, acid can still be bought easily without proper labelling or safety instructions. Laws are only effective if they are properly enforced. 
 There must be a complete ban on selling acid in bottles that look like drinking water. Acid should only be sold in strong, non-transparent containers with clear danger signs and warning labels. The packaging should be child-proof and easily recognisable as hazardous. Shops that sell acid must be registered and inspected regularly. If they break the rules, strict action should be taken. 
 Local governments, ward offices, and consumer protection authorities must monitor chemical sales regularly. Market inspections should not focus only on food safety, but they should also give equal attention to dangerous chemicals.  Traders must be trained to understand the risks and their responsibility in keeping customers safe. 
 Public awareness is equally important. People need to understand how dangerous acid is. It is not just another liquid. It can burn, destroy tissues, and permanently damage a person’s body within seconds. One small mistake can destroy someone’s health, mental well-being, financial stability, and overall quality of life. 
 A bottle that looks like water should never contain something that can ruin a life. When safety measures are simple and feasible, carelessness becomes unacceptable. One proper container, one clear label, and one strict inspection can save a life. Nepal should not wait for another tragedy to occur. Safety should never depend on luck. Prevention must be our priority. 
 The post  The deadly danger of acid in water bottles  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Festival fosters harmony: President Paudel","Kathmandu, February 18 
 President Ramchandra Paudel has said festivals foster harmony and fraternity among people from diverse communities. Giving a message of best wishes on the occasion of Gyalpo Lhosar today, President Paudel reminded that the festivals like Gyalpo Lhosar help us create and enhance unity, socio-cultural solidarity, tolerance and fraternity.  
 He expressed belief that the festival would ultimately reinforce national unity. The Head of State wished peace, prosperity and happiness to all Nepali sisters and brothers in the country and abroad on this occasion. According to him, the Gyalpo Lhosar is celebrated as the New Year by the Sherpa community of Mahayan Buddhist sect settled in the mountainous region of Nepal.  
 The sources of water are ensured pollution-free and streets and communities tidied up. A special delicacy made up of nine species of grains called ‘guthuk’, and ‘khapse’ are prepared and eaten during this festival. The New Year greetings are also exchanged. The government has given a public holiday today. 
 The post  Festival fosters harmony: President Paudel  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Slight decline in gold, silver prices","Kathmandu, February 18 
 The price of gold and silver has slightly decreased in the domestic market today. The price of gold has declined by Rs 1,500 per tola (11.66 grammes) while that of silver by Rs 5 per tola today as compared to Tuesday.  
 According to the Federation of Nepal Gold and Silver Dealers’ Association, gold is being traded at Rs 300,400 per tola and silver at Rs 4,880 per tola. The price of the yellow metal was 301,900 per tola and that of silver Rs 4,885 per tola on Tuesday.  
 According to the international media, gold is being traded at 4920 US dollar per ounce and silver at 75 US dollar per ounce in the international market today.  
 The post  Slight decline in gold, silver prices  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Air pollution worsens in Kathmandu Valley","File: A view of the Kathmandu valley 
 Kathmandu, February 17 
 Air pollution levels in the Kathmandu Valley have increased, with the Air Quality Index (AQI) rising from 178 on Monday afternoon to 191 today. According to the US Environmental Protection Agency (US-EPA) standard, an AQI between 151 and 200 is considered unhealthy, meaning everyone may begin to experience health effects, while sensitive groups may face more serious impacts. 
 With the current AQI level, Kathmandu has been ranked the third most polluted city in the world. New Delhi tops the list with an AQI of 229, followed by Lahore at 203. 
 Director General of the Department of Environment, Gyan Raj Subedi, said pollution levels may rise further if rainfall does not occur. The prolonged dry spell has significantly contributed to the deteriorating air quality. He urged stakeholders to adopt sustainable and environmentally friendly measures to mitigate the impact. 
 Environmental expert Barsha Parajuli attributed the worsening pollution to the growing number of vehicles, emissions from diesel and petrol engines, dust from ongoing road and infrastructure projects, forest fires, and the continued lack of rainfall. She warned that failure to control the situation promptly could make it more difficult to manage in the future. 
 An AQI above 200 is considered very unhealthy, posing serious risks to public health. 
 The post  Air pollution worsens in Kathmandu Valley  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Daunne Road expansion delayed repeatedly; travellers face hardship (Photos)","Nawalparasi, February 17  
 Road upgrading works are ongoing at a rapid pace along the Daunne section of the Butwal–Narayangadh road. The 113-kilometre Narayangadh–Butwal road section was divided into two parts for expansion. The eastern section from Narayangadh to Daunne (65 km) and the western section from Daunne to Butwal (49 km) were awarded to China Construction Pvt. Ltd. for Rs 16.99 billion. 
 However, the work has yet to be completed. Concrete paving and other construction activities are currently underway. The cost of the Gaindakot–Daunne section is Rs 9.13 billion, while the Daunne–Butwal section costs Rs 7.86 billion. 
 The prolonged delay in completing the road expansion has caused hardship to the general public. During the monsoon, the road becomes muddy, and in winter, dust creates serious problems for travellers along the route. The project aims to expand the existing two-lane road into four lanes along 29 kilometres, six lanes across 70 kilometres in market areas, and three lanes along 13 kilometres in the Daunne stretch. 
 The expansion work began on 8 Chait 2075 BS and was scheduled for completion by Shrawan 22, 2079 BS. However, it was delayed due to the COVID-19 pandemic, tree-cutting issues, delays in relocating electricity poles and drinking water pipelines, local obstructions, labour problems, and issues related to the contractor company. 
 The deadline was first extended until Shrawan 11, 2080 BS, then until Shrawan 8, 2081 BS for the second time, and finally extended for a third time until Shrawan 8, 2082 BS. 
 The post  Daunne Road expansion delayed repeatedly; travellers face hardship (Photos)  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Nepal ranks second globally in EV sales","Kathmandu, February 17 
 Nepal has secured the second position in the world in terms of electric vehicle (EV) sales. 
 In 2025, Nepal ranked second globally for the highest share of electric cars sold, with Norway in Europe taking the top position. Norway became the world leader in 2025 after 97 per cent of its new car sales were electric, while Nepal stood in second place. 
 Globally, Nepal ranked second as EVs accounted for an estimated 73 per cent of total new car sales in 2025, compared to just 8 per cent in 2019. 
 A comparison between 2019 and 2025 shows a sharp rise in EV sales in Nepal during this period. 
 China remains the largest EV market in absolute numbers, with more than 13 million electric vehicles sold in 2025. In 2019, electric vehicles were still considered a niche purchase in most countries, accounting for only a single-digit share of new car sales. By 2025, EVs had become dominant in many markets. In Norway, EVs accounted for 97 per cent of new car sales, meaning nearly every new car sold was electric. 
 Many other countries have crossed the 50 per cent threshold, and in China, EVs made up more than half of all new car sales in the world’s largest automobile market. 
 According to data from the International Energy Agency and Ember, EVs include both battery electric vehicles and plug-in hybrid electric vehicles. 
 Compared to 2019, Nepal increased its EV sales share by 61 percentage points by 2025. During the same period, Finland and Denmark also surpassed 50 per cent. 
 In percentage terms, Norway leads globally, while China dominates in absolute numbers. EV sales in China are estimated to have reached more than 13.2 million units in 2025, representing 53 per cent of new car sales. This makes China the largest EV market by volume and one of the fastest-growing by market share. 
 In the United States, EV sales accounted for 10 per cent of total new car sales in 2025, equivalent to around 1.6 million units. European markets have also seen significant growth in EV sales. 
 Belgium reached 43 per cent, the Netherlands 56 per cent, Portugal 37 per cent, and the United Kingdom 33 per cent, all showing notable increases compared to 2019. 
 The post  Nepal ranks second globally in EV sales  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"What Nepali students must learn before leaving home","Studying abroad is a great opportunity to gain new perspectives, knowledge, and experiences. However, the journey can also be expensive and challenging. Currently, there is a strong trend among students from Nepal to study abroad. At the same time, we frequently hear stories of students facing difficulties in foreign countries due to a lack of practical skills. 
 By learning some useful skills before going abroad, students can not only succeed academically but also benefit in their future careers. 
 In this article, we discuss essential skills that students planning to study abroad should learn, categorized into language, personal development, cultural, technical, professional, and legal skills. 
 Language skills 
 The first and most important skill for studying abroad is language. In many countries, English is widely used, but in some places, learning the local language may be necessary. The more proficient we are in the language, the better we can perform academically. Having a proficiency in the local language can also increase job opportunities. 
 Since English is taught at the school level in Nepal, students may not need as much additional effort as with other languages. Many institutions across Nepal teach English, and it can also be learned through the internet. However, for studying abroad, passing English proficiency tests (such as IELTS, TOEFL) is not enough. Students must be able to communicate in daily conversations, understand lectures, and write assignments effectively. 
 Online courses (such as Duolingo, Coursera, and YouTube) can help improve language skills. For example, students going to countries like the United States or Australia may initially struggle to understand local accents. Therefore, practising by listening to different accents from the destination country is helpful. 
 If planning to study in countries such as Germany, France, or Japan, learning German, French, or Japanese becomes important. It makes daily life easier. Without language knowledge, even simple tasks like grocery shopping, using public transport, or making local friends can become challenging. 
 Personal development and self-management skills 
 Living alone in a foreign country requires independence and responsibility. In Nepal, family support is often available, but abroad, students must handle everything themselves. Many young people who have not done household tasks in Nepal struggle after moving abroad. Therefore, it is wise to develop the habit of managing personal responsibilities before leaving. 
 Time management is another crucial skill. Students must balance studies, part-time jobs, household chores, and leisure activities. Without proper time management, daily life can become chaotic. 
 Budget management is equally important, as living abroad is usually expensive. Students should learn to track expenses, save money, and reduce unnecessary spending. Preparing a monthly budget plan using tools like Mint or Excel before leaving Nepal can be very helpful. 
 Basic domestic skills such as cooking, doing laundry, and cleaning are also essential. Nepali food may not always be available abroad, so learning to cook simple Nepali and local dishes is beneficial. It helps maintain good health and saves money. 
 Stress management is another important soft skill. Students may experience loneliness or culture shock while living abroad. Practices such as meditation, yoga, or journaling can help manage stress effectively. 
 Cultural skills 
 Studying abroad also means understanding and adopting new cultures, traditions, and values. Students should learn about the customs, food habits, and social norms of their destination country. For example, in many Western countries, personal space is highly valued, whereas in Nepali society is more collective. Reading cultural guides online can be useful. 
 Building and maintaining relationships is another important skill. Students can expand their networks through platforms like LinkedIn or by participating in events.  
 Technical and digital skills 
 In today’s digital age, technical knowledge is essential. Universities abroad heavily use online resources. Therefore, students should have a good knowledge of Microsoft Office, Google Workspace, or Adobe Suite. Skills such as making presentations, conducting basic data analysis, or having foundational coding knowledge are highly valued. 
 Familiarity with academic journals, plagiarism-checking tools, cybersecurity awareness, and remote learning platforms can also make academic life easier. 
 Professional skills 
 The main goal of studying abroad is often to build a strong career. Therefore, students should develop professional skills alongside their studies. These include writing an internationally standard CV, updating profiles on professional platforms like LinkedIn, and preparing for interviews. 
 Students should also understand work regulations in the host country, whether for internships or part-time jobs. Developing skills such as customer service, teamwork, and leadership is important. Additionally, students must be aware of visa regulations, health insurance policies, and emergency procedures in their destination country. 
 Legal knowledge 
 Understanding the laws of the host country is mandatory. Without proper legal awareness, students may unknowingly get into legal trouble. Something considered normal in Nepal might be a legal offence in another country. 
 It is also important to know local laws related to the specific area where one will live. Sometimes educational consultancies or agents provide this information. Students can also research online or ask acquaintances who are already living in that country. 
 Preparing with these essential skills before studying abroad can make the transition smoother, reduce difficulties, and significantly improve both academic success and future career prospects. 
 The post  What Nepali students must learn before leaving home  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Pashupati bids farewell to Naga Babas today with Rs 3 million dakshina allocation","Kathmandu, February 17 
 Naga Babas and other sadhus who arrived at Pashupatinath for Mahashivaratri will be bid farewell today with offerings and dakshina (monetary donations). It has been a tradition for the Guthi Sansthan and the Pashupati Area Development Trust to bid farewell to the sadhus on Falgun Krishna Aunsi, after they arrive on Falgun Krishna Ekadashi for the festival. 
 According to former Deputy Administrator of the Guthi Sansthan, Deepak Bahadur Pandey, who has coordinated the farewell of sadhus multiple times, the tradition began in 1831 BS after Jagat Jung, the eldest son of Jung Bahadur, established the Jagananda Prakasheshwor Guthi. 
 The Sansthan has allocated around Rs 3 million for the farewell. Red, blue, white, yellow, and green cards were distributed to Naga Babas and other sadhus on the day of their arrival for dakshina. Dakshina will be provided according to their level, Pandey said. The Sansthan has also increased the amount for Naga Babas and sadhus who have come from outside Nepal to help them reach the nearest border. 
 More than 4,000 sadhus from outside Nepal are currently staying at Gorakhnath Math in Pashupati, Ramchandra Temple across Aryaghat, Bhasmeshwar Akhada, Nirmala Akhada, and various other locations within the Pashupati premises. Different sects of sadhus are staying at each site, according to Shridhar Sapkota, Treasurer of the Pashupati Area Development Trust. 
 “In the past, Naga Babas and sadhus were fed at Pashupati and then bid farewell with dakshina from Kalamochan Ghat in Thapathali. Since those killed in the Kot Massacre were cremated at Kalamochan Ghat, it was believed that bidding farewell to a large number of sadhus from there during Shivaratri would bring peace to the departed souls. That tradition has now been discontinued. Currently, Naga Babas and sadhus are bid farewell from the western main gate of Pashupati,” he said. 
 Similarly, Naga Babas and sadhus staying at the Bairagi Akhada, Udasi Akhada, Sanyasi Akhada, and Nath Akhada at Kalamochan Ghat in Thapathali for Mahashivaratri will also be bid farewell today with donations, the Sansthan stated. They will be sent off from Kalamochan Ghat. 
 After the implementation of the Transparent Offerings and Worship Management Regulation at Pashupatinath Temple on Chaitra 26, 2068 BS, the Pashupati Area Development Trust began providing dakshina and meals to Naga Babas and sadhus from Mahashivaratri 2069 BS onward. 
 “The Trust has prepared to provide dakshina ranging from Rs 5,001 to Rs 101,” said Shila Pant, member of the Trust’s Board and coordinator of the Sadhus Service and Religious Program Management Subcommittee. “The Trust will provide Rs 5,001 to 20 sadhus; Rs 1,001 to 200 sadhus; Rs 701 to 1,000 sadhus; Rs 501 to 1,000 sadhus; Rs 301 to 1,300 sadhus; Rs 201 to all jogis; and Rs 101 to all those sitting in line.” 
 She informed that the Trust has allocated Rs 800,000 for dakshina. The Trust is also preparing to bid farewell to the sadhus by offering them rudraksha beads collected at Pashupatinath throughout the year, along with the donations. 
 Deputy Administrator Pandey said that 50,000 kilograms of firewood worth Rs 700,000 have been purchased to keep the sacred fires (dhuni) burning for five days inside the Pashupatinath Temple and four days outside during Mahashivaratri. 
 The Trust also stated that since the offerings were made transparent and deposited in the Trust’s donation boxes from 26 Chait 2068 BS, a total of Rs 150 million has been collected so far, to establish Pashupatinath Temple as a model temple in Nepal. 
 The post  Pashupati bids farewell to Naga Babas today with Rs 3 million dakshina allocation  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Fire in sugarcane field in Siraha incurs damages worth over 10 million","Siraha, February 17 
 Sugarcane planted across 30 bigha of land in Siraha district was destroyed when a fire broke out and spread across the sugarcane field at Ghaletole at Lahan Municipality-13 in Siraha district on Monday noon.  
 According to preliminary police details, fire caused an estimated loss of around Rs 11.6 million to 25 local sugarcane farmers. DSP Kailash Rai, also the Chief of the Area Police Office, Lahan, shared that a police team was immediately deployed to the site after receiving information that the fire had erupted in the middle of the sugarcane plantation in the afternoon. DSP Rai further said that with the assistance of residents, the fire was prevented from spreading to nearby human settlements.  
 After the water jetting motor of the fire engine from the Lahan Municipality malfunctioned, a backup support was immediately sought from Golbazar Municipality, which completely extinguished the blaze after four hours of coordinated efforts among the security personnel, firemen and residents. Police suspect that the fire may have been caused by a discarded cigarette or bidi or possibly set intentionally, since it started from the middle of the sugarcane field. 
 An investigation has been launched into the incident. Farmer Ram Lakhan Mandal, expressing his distress, said that he had planned to sell the sugarcane to manage household expenses and repay loans. 
 “Even the investment has sunk,” he grieved, calling on the authorities to identify the culprits and bring them to book. He also demanded due compensation to farmers like him whose cash crop has been gutted by fire. Another victim, farmer Kapil Dev Yadav, also sought legal action against anyone found responsible. “Whoever has set fire to a sugarcane field has committed a crime against farmers,” he lamented.  
 According to him, sugarcane yields an average of 30 to 35 quintals per kattha with adequate fertiliser and irrigation facilities. He mentioned that when sold to the sugar industry, farmers receive Rs 620 per quintal along with a government subsidy of Rs 70, totalling Rs 690 per quintal. Based on this estimate, around 18,000 quintals of sugarcane are believed to have been destroyed by fire, putting the projected loss at approximately Rs 12.42 million. 
 The post  Fire in sugarcane field in Siraha incurs damages worth over 10 million  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"2 held with 955 kgs of marijuana in Dharan","Dharan (Sunsari), February 17 
 Two persons were arrested with a huge quantity of marijuana from Bardanda of Dharan Sub-metropolis-20.  
 A team led by DSP at the Area Police Office, Bhishan Babu Rai, nabbed Sandip Kumar Majhi of Kolhabi Municipality-8 in Bara district and Nagendra Raj Shrestha of Chandragiri Municipality-8. Such a quantity of marijuana was impounded in the course of checking two vehicles (Bagmati province-01-027 Cha 1143) and (BAC 3236). 
 Both vehicles were heading towards Bishnupaduka of Dharan from Dhankuta on Monday night. The team confiscated 495 kgs of marijuana from the e vehicle (Bagmati province 01-027 Cha 1143), Majhi was driving and 460 kgs of marijuana from the vehicle (BAC 3236), Shrestha was driving. Police have arrested both of them and impounded the vehicles. Further investigation into the case was underway. 
 
 The post  2 held with 955 kgs of marijuana in Dharan  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
"Winless Nepal to aim for redemption against Scotland in final group game","Kathmandu, February 17  
 Nepal, already eliminated from the group stage of the  2026 ICC T20 World Cup , will face Scotland in their final match today.  
 The Group C match between Nepal and Scotland will begin at 7:15 pm Nepali time at the Wankhede Stadium, Mumbai. 
 Since both Nepal and Scotland have already been knocked out of the group stage before playing their final game, Nepal will be aiming to end their World Cup campaign on a positive note with a win today. 
 Nepal, having played all three of its matches at the Wankhede Stadium, suffered defeats in each. They lost their opening match to England by four runs, followed by a heavy 10-wicket defeat to debutants Italy. In their third match, Nepal was  beaten by the West Indies  by nine wickets, resulting in their exit from the group stage. 
 Scotland, on the other hand, began their T20 World Cup journey with a victory over Italy in their first match. However, after losing their next two games, Scotland were also eliminated from the group stage before their final match, following England’s win over Italy. 
 As the only winless team in Group C, Nepal will be targeting a victory over Scotland in their last match to give their supporters something to cheer about. 
  Nepal played all their matches at the Wankhede Stadium, completing three games at the same venue. Scotland, who qualified at the last moment in place of Bangladesh, played their first three matches at Eden Gardens in Kolkata before travelling to Mumbai. Despite playing at a single venue, Nepal has not been able to capitalise on any home-ground familiarity. 
 Nepal defeated Hong Kong and Afghanistan in the 2014 World Cup held in Bangladesh, but since then, they have failed to register a win in the next two World Cups. As a result, Nepal are still searching for their first T20 World Cup victory in 12 years. 
 Nepal and Scotland have faced each other twice in T20 Internationals so far, with both teams winning one match each. 
 The post  Winless Nepal to aim for redemption against Scotland in final group game  appeared first on  OnlineKhabar English News .","1","OnlineKhabar English"
